career_outcome_code,universe_code,name,governance_status,version,source_document
CAR-HUM-PUB-DIGIPUBL-04,UNI-HUMANITIES,Newsletter Publisher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-DIGIPUBL-05,UNI-HUMANITIES,Ebook Formatter,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-DIGIPUBL-06,UNI-HUMANITIES,Book Metadata Specialist,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-DIGIPUBL-07,UNI-HUMANITIES,Publishing Platform Manager,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-01,UNI-HUMANITIES,Book Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-02,UNI-HUMANITIES,Copy Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-03,UNI-HUMANITIES,Proofreader,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-04,UNI-HUMANITIES,Acquisition Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-05,UNI-HUMANITIES,Commissioning Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-06,UNI-HUMANITIES,Literary Scout,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDITPRAC-07,UNI-HUMANITIES,Manuscript Evaluator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDUCPUBL-01,UNI-HUMANITIES,Educational Notes Publisher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-EDUCPUBL-02,UNI-HUMANITIES,Humanities Course Publisher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-HERIANDCULTPUBL-01,UNI-HUMANITIES,Archive Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-HERIANDCULTPUBL-02,UNI-HUMANITIES,Cultural Documentation Publisher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-KNOWCURAANDINFO-01,UNI-HUMANITIES,Knowledge Manager / Research Curator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-LITECRITANDREVI-01,UNI-HUMANITIES,Literary Critic,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-LITECRITANDREVI-02,UNI-HUMANITIES,Book Reviewer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-LITECRITANDREVI-03,UNI-HUMANITIES,Sensitivity Reader,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-LITECRITANDREVI-04,UNI-HUMANITIES,Anthology Curator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PRINONDEMAPUBL-01,UNI-HUMANITIES,POD Publishing Consultant,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBL-01,UNI-HUMANITIES,Book Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBL-02,UNI-HUMANITIES,Literary Agent / Publishing Coordinator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBLENTR-01,UNI-HUMANITIES,Independent Publisher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBLENTR-02,UNI-HUMANITIES,Literary Magazine Founder,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBLOPER-01,UNI-HUMANITIES,Publishing Coordinator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBLOPER-02,UNI-HUMANITIES,Managing Editor,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-PUBLOPER-03,UNI-HUMANITIES,Editorial Assistant,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-REGILANGPUBL-01,UNI-HUMANITIES,Regional Language Publisher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-SCREANDNARRDEVE-01,UNI-HUMANITIES,Scriptwriter - Film/OTT/Theatre,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-UXANDPRODWRIT-01,UNI-HUMANITIES,UX Writer / Content Designer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-PUB-WRITANDDOCU-01,UNI-HUMANITIES,Creative Writer / Author,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-CULT-CULTCURA-01,UNI-HUMANITIES,Festival Curator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-CULT-CULTENTR-01,UNI-HUMANITIES,Cultural Entrepreneur,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-CULT-CULTANDORALHIST-01,UNI-HUMANITIES,Oral History Documenter,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-CULT-CULTANDARTSMANA-01,UNI-HUMANITIES,Cultural Programme Coordinator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-CULT-GALLPRAC-01,UNI-HUMANITIES,Art Gallery Coordinator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-CULT-PUBLHUMA-01,UNI-HUMANITIES,Independent Researcher / Public Humanities Creator,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-AICOMM-01,UNI-HUMANITIES,Prompt Designer,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
CAR-HUM-DH-AIETHIANDGOVE-01,UNI-HUMANITIES,AI Ethics Researcher,Validated baseline,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
